SRA Project,Annotation,Runs
SRP061859,,SRR2136617
SRP065436,,SRR2846719
SRP077090,,SRR3718413
SRP077091,,SRR3718412
SRP055985,,"SRR1873746,SRR1916591,SRR1916815,SRR1916824,SRR1917065,SRR1917097,SRR1917151,SRR1917152,SRR1917156,SRR1917302,SRR1917310,SRR1917409,SRR1917411,SRR1919339"
SRP102069,,"SRR5352271,SRR5352272,SRR5352273"
SRP029969,,"SRR988077,SRR988078,SRR988079,SRR988082,SRR988083,SRR988085,SRR988086,SRR988087,SRR988088,SRR988089,SRR988090,SRR988091,SRR988092,SRR988093,SRR988094,SRR988095,SRR988096,SRR988097"
SRP099486,,SRR5251647
SRP099325,,SRR5248183
SRP099326,,SRR5248184
SRP099327,,SRR5248185
SRP099330,,SRR5248194
SRP111537,,"SRR5817585,SRR5817586,SRR5817587,SRR5817588,SRR5817589,SRR5817590,SRR5864100,SRR5864101,SRR5864104,SRR5864105,SRR5864106,SRR5864107,SRR5864108,SRR5864109,SRR5864110,SRR5864111,SRR5864112,SRR5864113"
SRP097586,,SRR5194977
ERP009429,,ERR748826
SRP012228,,"SRR486883,SRR486884,SRR486885,SRR486886,SRR486887,SRR486888,SRR486889,SRR486890,SRR486891,SRR486892,SRR486893,SRR486894"
SRP033553,,"SRR1044006,SRR1044017,SRR1044032,SRR1044033,SRR1044034,SRR1044035,SRR1045092,SRR1045093,SRR1045094,SRR1045095,SRR1045096,SRR1045097,SRR1045098,SRR1045099,SRR1045100,SRR2034637,SRR2034638,SRR2034640,SRR2037085,SRR2037087,SRR2037088,SRR2037089,SRR2037090,SRR2037091"
SRP052958,,"SRR1779378,SRR1779403,SRR1779468,SRR1779479,SRR1779482,SRR1779488,SRR1779492,SRR1779495,SRR1779497,SRR1779502,SRR1779506,SRR1779511,SRR1781914,SRR1781969,SRR1781970,SRR1781983,SRR1783028,SRR1783032,SRR1783079,SRR1783718,SRR1783722,SRR1783724,SRR1783757,SRR1783758,SRR1783760,SRR1783763,SRR1783767,SRR1783768,SRR1783769,SRR1783771,SRR1783774,SRR1783775,SRR1794083,SRR1794618,SRR1794621,SRR1794623,SRR1794794,SRR1795007,SRR1795008,SRR1795009,SRR1795012,SRR1795016,SRR1795017,SRR1795018,SRR1795019,SRR1795020,SRR1795229,SRR1795230"
SRP097211,,SRR5190303
SRP097201,,SRR5190129
SRP097220,,SRR5190361
SRP115035,,"SRR5909421,SRR5909415"
SRP050401,,SRR1686965
DRP003447,,"DRR053207,DRR053208,DRR053210,DRR053211,DRR053212,DRR053213,DRR053214,DRR053215"
SRP012288,,"SRR496783,SRR496784,SRR496786"
SRP006172,,SRR173463
SRP028527,,"SRR4435554,SRR4435555,SRR4435556,SRR4435557,SRR4435558,SRR4435559,SRR4435560,SRR4435561,SRR4435562,SRR4435563,SRR4435564,SRR4435565,SRR4435566,SRR4435567,SRR4435568,SRR4435569,SRR4435570,SRR4435571,SRR4435572,SRR4435573,SRR4435574,SRR4435575,SRR4435576,SRR4435577,SRR4435578,SRR4435579,SRR4435580,SRR4435581,SRR4435582,SRR4435583,SRR4435584,SRR4435585,SRR948088,SRR948090,SRR948091,SRR948118,SRR948119,SRR948120,SRR948121,SRR948122,SRR948123,SRR948124,SRR948125,SRR948129,SRR948132,SRR948135,SRR948136,SRR948137"
SRP048936,,SRR1617591
SRP060287,,"SRR2085701,SRR2085704,SRR2085712,SRR2085713,SRR2085714,SRR2085716,SRR2085728,SRR2085729,SRR2085730,SRR2085731,SRR2085735,SRR2085738,SRR2085742,SRR2085744,SRR2085747,SRR2085748,SRR2085749,SRR2085750,SRR3623493,SRR3623494"
SRP075534,,"SRR3584976,SRR3584977,SRR3584978,SRR3584979,SRR3584980,SRR3584981,SRR3584982,SRR3584983,SRR3584984,SRR3584985,SRR3584986,SRR3584987"
SRP062580,,"SRR2174249,SRR2174250,SRR2174251,SRR2174252"
ERP018210,,"ERR1698980,ERR1698981,ERR1698982,ERR1698983,ERR1698984,ERR1698985,ERR1698987,ERR1698988,ERR1698989,ERR1698990,ERR1698991,ERR1698992,ERR1698993,ERR1698994,ERR1698995"
SRP005748,,"SRR100454,SRR107216"
SRP035512,,SRR1129749
SRP034518,,"SRR2901746,SRR2902415,SRR2903329"
SRP056002,,"SRR1915903,SRR1915905,SRR1915908,SRR1915909,SRR1915912,SRR1915915,SRR1915916,SRR1915917,SRR1915919,SRR1915920,SRR1915921,SRR1915922,SRR1915924,SRR1915925,SRR1915931,SRR1915938"
SRP016633,,"SRR606427,SRR606447,SRR606448,SRR606449,SRR606450,SRR606451,SRR606794,SRR606797,SRR606798,SRR606801,SRR606802,SRR606803,SRR606806,SRR606807,SRR606808,SRR606821,SRR606822,SRR606825,SRR606826,SRR606827,SRR606828,SRR606829,SRR606832,SRR606833,SRR606836,SRR606837,SRR606840,SRR606841,SRR606844,SRR606845"
SRP117361,,"SRR6030927,SRR6030929,SRR6039443,SRR6039445,SRR6039446,SRR6039447,SRR6039448,SRR6039449,SRR6039450,SRR6039451,SRR6039452,SRR6039439,SRR6039440,SRR6039441,SRR6039442,SRR6039444"
SRP017398,,"SRR627949,SRR627950"
SRP082614,,"SRR4051758,SRR4051759"
SRP016343,,SRR593288
SRP077639,,SRR3732728
SRP065753,,"SRR2912327,SRR2912328,SRR2912329,SRR2912330,SRR2912331,SRR2912332,SRR2912333,SRR2912335,SRR2912336,SRR2912337,SRR2912338"
SRP105128,,SRR5478506
SRP105127,,SRR5478501
SRP105131,,SRR5478555
SRP001573,,"SRR032416,SRR032417,SRR032418"
SRP076256,,"SRR3646240,SRR3646320"
SRP029352,,"SRR958885,SRR959555"
SRP081867,,SRR4028972
SRP081869,,SRR4029053
SRP081841,,"SRR4028754,SRR4028755"
SRP081860,,SRR4028818
SRP081870,,SRR4029054
SRP081872,,SRR4029056
SRP081864,,"SRR4028962,SRR4028963"
SRP060506,,SRR2989056
SRP065274,,"SRR2816739,SRR2816764"
SRP031624,,"SRR1013828,SRR1013829,SRR1013838,SRR1013841,SRR1013843,SRR1013846,SRR1013847,SRR1013853,SRR1013854,SRR1013893,SRR1013905,SRR1013907,SRR1013908,SRR1013911,SRR1013917"
SRP089756,,"SRR4240362,SRR4240363,SRR4240364,SRR4240365,SRR4240366,SRR4240367,SRR4240368,SRR4240369,SRR4240370,SRR4240371,SRR4240372,SRR4240373,SRR4240374,SRR4240375,SRR4240376,SRR4240377"
SRP014474,,"SRR1958836,SRR1958840,SRR1958845,SRR1958851,SRR1958855,SRR1958859,SRR1958865,SRR1958869,SRR1958874,SRR524815,SRR524821,SRR524825,SRR524826,SRR524827"
SRP099630,,SRR5253621
SRP099624,,SRR5253613
SRP112160,,SRR5829540
SRP112161,,SRR5829542
SRP112162,,SRR5829543
SRP112164,,SRR5829545
SRP112163,,SRR5829544
SRP098351,,SRR5214708
SRP112168,,SRR5829549
SRP112169,,SRR5829550
SRP112166,,SRR5829547
SRP098350,,SRR5214707
SRP112165,,SRR5829546
SRP112167,,SRR5829548
SRP111872,,SRR5825480
SRP111873,,SRR5825482
SRP111875,,SRR5825484
SRP111871,,SRR5825479
SRP111870,,SRR5825478
SRP111874,,SRR5825483
SRP111883,,SRR5825842
SRP111876,,SRR5825485
SRP111881,,SRR5825840
SRP111882,,SRR5825841
SRP111887,,SRR5825847
SRP111884,,SRR5825843
SRP111885,,SRR5825844
SRP111886,,SRR5825845
SRP111888,,SRR5825846
SRP111839,,SRR5823773
SRP111849,,SRR5824230
SRP111852,,SRR5824233
SRP111850,,SRR5824231
SRP111853,,SRR5824234
SRP111851,,SRR5824232
SRP111847,,SRR5824228
SRP111848,,SRR5824229
SRP111861,,SRR5824314
SRP111869,,SRR5825477
SRP111877,,SRR5825486
SRP111863,,SRR5824346
SRP029439,,"SRR961689,SRR961690,SRR961691,SRR961694,SRR961698,SRR961701,SRR961705,SRR961708,SRR961709,SRR961712,SRR961714,SRR961718,SRR961721,SRR961722,SRR961723,SRR961724,SRR961730,SRR961733,SRR961736,SRR961737,SRR961740,SRR961742,SRR961743,SRR961746,SRR961747,SRR961748,SRR961750,SRR961751,SRR961753,SRR961754,SRR961755,SRR961758,SRR961760,SRR961761,SRR961762,SRR961763,SRR961769,SRR961771,SRR961772,SRR961773,SRR961778,SRR961779,SRR961782,SRR961784,SRR961785,SRR961786,SRR961787,SRR961790,SRR961793,SRR961798,SRR961799,SRR961802,SRR961803,SRR961804,SRR961805,SRR961808,SRR961809,SRR961812,SRR961814,SRR961815,SRR961823,SRR961828,SRR961833,SRR961841,SRR961842,SRR961843,SRR961848,SRR961849"
SRP068619,,SRR3115957
SRP111760,,SRR5821655
SRP111768,,SRR5821668
SRP111770,,SRR5821671
SRP111771,,SRR5821670
SRP111769,,SRR5821669
SRP111775,,SRR5821676
SRP111773,,SRR5821674
SRP111774,,SRR5821675
SRP111779,,SRR5821798
SRP111780,,SRR5821799
SRP111777,,SRR5821796
SRP111778,,SRR5821797
SRP111782,,SRR5821801
SRP111781,,SRR5821800
SRP111784,,SRR5821802
SRP111786,,SRR5821823
SRP111788,,SRR5821828
SRP111787,,SRR5821827
SRP111798,,SRR5821895
SRP111793,,SRR5821881
SRP111794,,SRR5821882
SRP111796,,SRR5821893
SRP111799,,SRR5821896
SRP111802,,SRR5822067
SRP111804,,SRR5822128
SRP111806,,SRR5822139
SRP111808,,SRR5822142
SRP100472,,SRR5277143
SRP097807,,"SRR5204266,SRR5204267"
ERP018527,,"ERR1700916,ERR1700917,ERR1700918,ERR1700919,ERR1700920"
SRP102843,,"SRR5410428,SRR5410429,SRR5410430,SRR5410434,SRR5410435,SRR5410438,SRR5410441,SRR5410444,SRR5410447,SRR5410448,SRR5410449,SRR5410450,SRR5410451,SRR5410452,SRR5410453,SRR5410454"
SRP081542,,"SRR4026051,SRR4026052"
SRP081540,,"SRR4026047,SRR4026048"
SRP081541,,"SRR4026049,SRR4026050"
SRP081545,,"SRR4026057,SRR4026058"
SRP081544,,"SRR4026055,SRR4026056"
SRP093164,,"SRR5009555,SRR5009556"
SRP081724,,"SRR4027950,SRR4027951,SRR4027952,SRR4027953"
SRP105095,,SRR5471032
SRP105094,,SRR5471031
SRP105093,,SRR5471030
SRP105099,,SRR5471221
SRP105102,,SRR5476649
SRP105104,,SRR5476651
ERP019567,,"ERR1725799,ERR1725800,ERR1725801,ERR1725802,ERR1725803,ERR1725804,ERR1725805,ERR1725806,ERR1725807,ERR1725808,ERR1725809,ERR1725810,ERR1725811,ERR1725812,ERR1725813,ERR1725814,ERR1725815,ERR1725816,ERR1725817,ERR1725818,ERR1725819,ERR1725820,ERR1725821,ERR1725822,ERR1725823,ERR1725824,ERR1725825,ERR1725826,ERR1725827,ERR1725828,ERR1725829,ERR1725830,ERR1725831,ERR1725832,ERR1725833,ERR1725834,ERR1725835,ERR1725836,ERR1725837,ERR1725838,ERR1725839,ERR1725840,ERR1725841,ERR1725842,ERR1725843"
SRP026287,,SRR921501
SRP082247,,SRR4038293
SRP079909,,"SRR3953988,SRR3953989,SRR3953990,SRR3953991,SRR3953992,SRR3953993,SRR3953994,SRR3953995,SRR3953996,SRR3953997,SRR3953998,SRR3953999,SRR3954000,SRR3954001,SRR3954002,SRR3954003,SRR3954004,SRR3954011,SRR3954012,SRR3954013,SRR3954014,SRR3954015,SRR3954016,SRR3954017,SRR3954018,SRR3954019,SRR3954020,SRR3954021,SRR3954022,SRR3954023,SRR3954024,SRR3954025,SRR3954026,SRR3954027,SRR3954028,SRR3954029,SRR3954030"
SRP018827,,"SRR1819886,SRR1824448,SRR2043657,SRR2043658,SRR2043659"
ERP006107,,"ERR537637,ERR558441,ERR558489,ERR559527,ERR559528,ERR559529"
SRP009087,,"SRR358565,SRR358608"
SRP058955,,"SRR2394720,SRR2396013"
SRP005382,,SRR094668
SRP102565,,SRR5383450
SRP099158,,"SRR5241531,SRR5241532,SRR5241533,SRR5241534,SRR5241535,SRR5241536,SRR5241537,SRR5241538,SRR5241542,SRR5241543,SRR5241545"
SRP046155,,SRR1564790
DRP002734,,"DRR025070,DRR025071,DRR025072,DRR025073,DRR025075"
SRP028555,,"SRR948504,SRR948505,SRR948829"
ERP004406,,"ERR385822,ERR385829,ERR385831,ERR385832,ERR385839,ERR385840,ERR385841,ERR385842,ERR385844,ERR385859"
SRP000109,,"SRR000905,SRR000906,SRR000907,SRR010897,SRR010898,SRR010899,SRR010902,SRR010903,SRR010906,SRR010907,SRR010908,SRR020488,SRR020489,SRR020490,SRR020491,SRR020492,SRR020493,SRR020494,SRR1298978,SRR1298979,SRR1303791,SRR1303792,SRR1303793,SRR1303794,SRR1303795,SRR1303796,SRR1303797,SRR1303798,SRR1303799,SRR1303800,SRR1303801,SRR1303802,SRR1303803,SRR1303804,SRR1303805,SRR1303806,SRR1303808,SRR1303809,SRR1303810,SRR1303812,SRR1303813,SRR1303814,SRR1303815,SRR1303816,SRR1303817,SRR1303818,SRR1303819,SRR1303820,SRR1303821,SRR1303822,SRR1303823,SRR1303824,SRR1303825,SRR1303828,SRR1303829,SRR1303830,SRR1303831,SRR1303839,SRR1303840,SRR1304300"
SRP001096,,"SRR023397,SRR023398,SRR023401"
SRP001048,,SRR020514
ERP014804,,"ERR1346484,ERR1346485,ERR1346528,ERR1346529,ERR1346530,ERR1346531,ERR1346532,ERR1346533"
SRP007256,,SRR287818
ERP017130,,"ERR1995156,ERR1995157,ERR1995158,ERR1995198,ERR1995199,ERR1995200,ERR1995201,ERR1995202,ERR1995203,ERR1995204,ERR1995205,ERR1995206"
SRP066452,,"SRR2937345,SRR2937346,SRR2937347,SRR2937348,SRR2937349,SRR2937350,SRR2937351,SRR2937352,SRR2937353,SRR2937354,SRR2937355,SRR2937356"
SRP079861,,SRR3972213
SRP025160,,"SRR891671,SRR895784"
SRP099439,,SRR5249690
SRP099429,,SRR5249500
SRP099430,,SRR5249501
SRP064383,,"SRR2545975,SRR2546006"
ERP010775,,"ERR922033,ERR922034,ERR922035,ERR922036,ERR922037,ERR922038,ERR922039,ERR922040,ERR922041,ERR922042,ERR922043,ERR922044,ERR922045,ERR922046,ERR922047,ERR922048"
SRP050118,,"SRR1656932,SRR1656933,SRR1656934"
SRP050119,,"SRR1656936,SRR1656937,SRR1656938,SRR1656939,SRR1656940,SRR1656941"
SRP047092,,SRR1574704
SRP093790,,"SRR5046444,SRR5046447"
SRP004848,,"SRR080687,SRR080688,SRR081479,SRR081546,SRR081586,SRR081801,SRR089764,SRR089765,SRR089766,SRR089767,SRR089768,SRR089769,SRR089771,SRR089778,SRR089779,SRR089780,SRR089782,SRR089783,SRR089825,SRR089826,SRR089827,SRR089829,SRR089831,SRR089833,SRR089834,SRR089835,SRR089836,SRR089837,SRR089840,SRR089842,SRR089843,SRR089844,SRR089845,SRR089846,SRR090355,SRR090360,SRR090362,SRR090363,SRR090364,SRR090366,SRR090465,SRR090466,SRR090467,SRR090468,SRR090469,SRR090470"
SRP102552,,SRR5381500
SRP065065,,"SRR2748652,SRR2748654,SRR2748656,SRR2748657,SRR2748658,SRR2748659,SRR2748660,SRR2748661,SRR2748662,SRR2748693,SRR2749823,SRR2749863,SRR2749866,SRR2749867,SRR2749956,SRR2751048,SRR2751050,SRR2751053,SRR2751064,SRR2751068,SRR2751087,SRR2751102"
SRP074049,,SRR3436404
SRP115707,,"SRR5945842,SRR5945841"
SRP010762,,"SRR404254,SRR404255"
SRP010758,,"SRR404246,SRR404247"
ERP003492,,"ERR333593,ERR333606,ERR333609,ERR333610,ERR333615,ERR333616,ERR333618,ERR333619,ERR333623,ERR333624,ERR333627,ERR333659,ERR333664,ERR333666,ERR333675"
SRP107009,,"SRR6048461,SRR6048463,SRR6048464,SRR6048465,SRR6048466,SRR6048467,SRR6048468,SRR6048469,SRR6048470,SRR6048471,SRR6048473,SRR6048474,SRR6048476,SRR6048477,SRR6048478,SRR6048480,SRR6048481,SRR6048482,SRR6048483,SRR6048484,SRR6048485,SRR6048462,SRR6048472,SRR6048475,SRR6048479"
SRP028825,,SRR952674
SRP114966,,"SRR5962306,SRR5963000,SRR5963132,SRR5963133,SRR5963134,SRR5963136,SRR5963138,SRR5963139,SRR5963140,SRR5963141,SRR5963142,SRR5963143,SRR5963144,SRR5963145,SRR5963146,SRR5963147,SRR5963148,SRR5963149,SRR5963150,SRR5963151,SRR5963152,SRR5963153,SRR5963154,SRR5963155,SRR5963156,SRR5963157,SRR5963160,SRR5963161,SRR5963162,SRR5963163,SRR5963164,SRR5963165,SRR5963166,SRR5963168,SRR5963169,SRR5963170,SRR5963171,SRR5963173,SRR5963174,SRR5963175,SRR5963176,SRR5963177,SRR5963178,SRR5963179,SRR5963181,SRR5963182,SRR5963184,SRR5963185,SRR5963186,SRR5963187,SRR5963188,SRR5963189,SRR5963190,SRR5963191,SRR5963192,SRR5963193,SRR5963194,SRR5963195,SRR5963196,SRR5963197,SRR5963198,SRR5963199,SRR5963200,SRR5963202,SRR5963203,SRR5963204,SRR5963205,SRR5963206,SRR5963208,SRR5963209,SRR5963210,SRR5963211,SRR5963212,SRR5963213,SRR5963214,SRR5963216,SRR5963217,SRR5963218,SRR5963219,SRR5963220,SRR5963221,SRR5963222,SRR5963223,SRR5963224,SRR5963225,SRR5963226,SRR5963227,SRR5963228,SRR5963229,SRR5963230,SRR5963231,SRR5963232,SRR5963233,SRR5963234,SRR5963236,SRR5963237,SRR5963238,SRR5963239,SRR5963241,SRR5963242,SRR5963243,SRR5963244,SRR5963245,SRR5963246,SRR5963247,SRR5963248,SRR5963249,SRR5963250,SRR5963251,SRR5963252,SRR5963253,SRR5963254,SRR5963255,SRR5963256,SRR5963257,SRR5963258,SRR5963260,SRR5963261,SRR5963262,SRR5963264,SRR5963265,SRR5963266,SRR5963267,SRR5963268,SRR5963269,SRR5963270,SRR5963271,SRR5963272,SRR5963273,SRR5963274,SRR5963275,SRR5963276,SRR5963277,SRR5963278,SRR5963279,SRR5963280,SRR5963281,SRR5963282,SRR5963283,SRR5963285,SRR5963286,SRR5963287,SRR5963288,SRR5963290,SRR5963291,SRR5963292,SRR5963293,SRR5963294,SRR5963295,SRR5963296,SRR5963297,SRR5963298,SRR5963299,SRR5963300,SRR5963301,SRR5963303,SRR5963304,SRR5963305,SRR5963306,SRR5963307,SRR5963308,SRR5963309,SRR5963310,SRR5963311,SRR5963313,SRR5963314,SRR5963315,SRR5963316,SRR5963317,SRR5963318,SRR5963319,SRR5963320,SRR5963321,SRR5963322,SRR5963323,SRR5963324,SRR5963325,SRR5963326,SRR5963327,SRR5963329,SRR5963330,SRR5963331,SRR5963332,SRR5963333,SRR5963334,SRR5963335,SRR5963336,SRR5963339,SRR5963340,SRR5963341,SRR5963342,SRR5963343,SRR5963344,SRR5963345,SRR5963346,SRR5963347,SRR5963348,SRR5963350,SRR5963351,SRR5963352,SRR5963353,SRR5963354,SRR5963355,SRR5963356,SRR5963357,SRR5963358,SRR5963359,SRR5963360,SRR5963361,SRR5963362,SRR5963363,SRR5963364,SRR5963365,SRR5963367,SRR5963368,SRR5963369,SRR5963370,SRR5963371,SRR5963372,SRR5963373,SRR5963374,SRR5963375,SRR5963376,SRR5963377,SRR5963378,SRR5963381,SRR5963403,SRR5963405,SRR5963406,SRR5963409,SRR5963416,SRR5963421,SRR5963430,SRR5963135,SRR5963158,SRR5963167,SRR5963172,SRR5963183,SRR5963201,SRR5963207,SRR5963235,SRR5963337,SRR5963379,SRR5963380,SRR5963383,SRR5963384,SRR5963385,SRR5963386,SRR5963387,SRR5963388,SRR5963390,SRR5963391,SRR5963393,SRR5963394,SRR5963396,SRR5963397,SRR5963398,SRR5963399,SRR5963400,SRR5963402,SRR5963410,SRR5963411,SRR5963412,SRR5963413,SRR5963415,SRR5963417,SRR5963418,SRR5963419,SRR5963420,SRR5963422,SRR5963423,SRR5963426,SRR5963427,SRR5963428,SRR5963429,SRR5963432,SRR5963433,SRR5963434,SRR5963382,SRR5963392,SRR5963395,SRR5963401,SRR5963404,SRR5963414,SRR5963424,SRR5963425"
SRP090074,,"SRR4254099,SRR4254100,SRR4253809"
SRP092195,,"SRR4458010,SRR4458011,SRR4458012,SRR4458013,SRR4458016,SRR4458017,SRR4458019,SRR4458020,SRR4458021,SRR4458022,SRR4458025,SRR4458026,SRR4458035"
ERP015217,,"ERR1368624,ERR1368626"
SRP014720,,"SRR582649,SRR582650,SRR582651,SRR582652"
SRP036082,,SRR1151501
SRP099406,,"SRR5249152,SRR5249183"
SRP077008,,"SRR3713804,SRR3713805,SRR3713806,SRR3713807,SRR3713808,SRR3713809,SRR3713810,SRR3713811,SRR3713812,SRR3713813,SRR3713814,SRR3713815,SRR3713816,SRR3713817,SRR3713818,SRR3713819,SRR3713820,SRR3713821,SRR3713822,SRR3713823,SRR3713824,SRR3713825,SRR3713826,SRR3713827,SRR3713828,SRR3713829,SRR3713830,SRR3713831,SRR3713832,SRR3713833,SRR3713834,SRR3713835,SRR3713836,SRR3713837,SRR3713839,SRR3713840,SRR3713841,SRR3713842,SRR3713843,SRR3713844,SRR3713845,SRR3713846,SRR3713847,SRR3713848,SRR3713849,SRR3713851,SRR3713852,SRR3713854,SRR3713855,SRR3713856,SRR3713858,SRR3713859,SRR3713860,SRR3713862,SRR3713863,SRR3713864,SRR3713865,SRR3713867,SRR3713868,SRR3713871,SRR3713872,SRR3713873,SRR3713874,SRR3713875,SRR3713876,SRR3713877,SRR3713878,SRR3713879,SRR3713880,SRR3713881,SRR3713882,SRR3713883,SRR3713884,SRR3713885,SRR3713886,SRR3713887,SRR3713888,SRR3713889,SRR3713890,SRR3713891,SRR3713892,SRR3713893,SRR3713894,SRR3713895,SRR3713896,SRR3713897,SRR3713898,SRR3713899,SRR3713900,SRR3713901,SRR3713902,SRR3713903,SRR3713904,SRR3713905"
SRP072953,,"SRR3342348,SRR3345374,SRR3345433"
SRP064633,,"SRR3591642,SRR3591646,SRR3591649,SRR3591651"
SRP103983,,"SRR5450829,SRR5635114"
SRP015952,,"SRR944610,SRR944611,SRR944612,SRR944613,SRR944614,SRR944615"
SRP045593,,"SRR1553371,SRR1553372,SRR1553373,SRR1553374,SRR1553375,SRR1553376,SRR1553377,SRR1553378,SRR1553379,SRR1553380,SRR1553381,SRR1553382,SRR1553383,SRR1553384,SRR1553385,SRR1553386,SRR1553387,SRR1553388,SRR1553389,SRR1553390"
SRP100581,,SRR5678819
SRP110848,,"SRR5796824,SRR5796825,SRR5796826,SRR5796827,SRR5796828,SRR5796829,SRR5796830,SRR5796831,SRR5796832"
SRP001109,,"SRR023762,SRR023763"
SRP041915,,"SRR1289530,SRR1289535"
ERP008921,,"ERR696640,ERR696641,ERR696642,ERR696643,ERR696645,ERR696646,ERR696647,ERR696648"
ERP021973,,"ERR1877474,ERR1877475,ERR1877476,ERR1877477,ERR1877478,ERR1877479,ERR1877480,ERR1877481,ERR1877482"
SRP072764,,"SRR3322113,SRR3322387,SRR3322397,SRR3322410,SRR3322422"
SRP018759,,SRR748204
SRP021107,,"SRR828645,SRR828660,SRR828661"
SRP045861,,"SRR1560863,SRR1560864,SRR1560865,SRR1560866,SRR1560867,SRR1560868,SRR1560869,SRR1560870,SRR1560871,SRR1560872,SRR1560873,SRR1560874"
SRP043481,,"SRR1437997,SRR1437999,SRR1438001,SRR1438003,SRR1438011,SRR1438012"
SRP089846,,"SRR4253502,SRR4253618,SRR4253681,SRR4254079,SRR4254080,SRR4254081,SRR4254082,SRR4254083,SRR4254084,SRR4254087,SRR4254088,SRR4254089,SRR4254093,SRR4254094,SRR4254095,SRR4254096,SRR4254097,SRR4254098"
SRP107031,,"SRR5556574,SRR5556576,SRR5556577,SRR5556578,SRR5556579,SRR5556575"
SRP077514,,"SRR3726337,SRR3726339,SRR3726343,SRR3726347,SRR3726348,SRR3726350,SRR3726355,SRR3726356,SRR3726358,SRR3726361,SRR3726362,SRR3726363,SRR3726364,SRR3726366,SRR3726367,SRR3726368,SRR3726370,SRR3726372,SRR3726373,SRR3726374,SRR3726375,SRR3726376,SRR3726381"
SRP075256,,SRR3534995
SRP062905,,SRR2187304
SRP108487,,"SRR5642308,SRR5642309,SRR5642310,SRR5642312,SRR5642313,SRR5642314,SRR5642315,SRR5642316,SRR5642318,SRR5642311,SRR5642317,SRR5642307"
SRP108486,,"SRR5642295,SRR5642296,SRR5642297,SRR5642299,SRR5642300,SRR5642301,SRR5642302,SRR5642303,SRR5642304,SRR5642298,SRR5642305,SRR5642306"
SRP057707,,"SRR1982242,SRR1982243"
SRP068383,,"SRR3098967,SRR3098968,SRR3098969,SRR3098970,SRR3098971,SRR3109675,SRR3109676,SRR3109677"
ERP006808,,"ERR588922,ERR588923,ERR588924,ERR588925,ERR588926,ERR588927,ERR588928,ERR588929,ERR588933,ERR588934,ERR588935,ERR588936,ERR588937,ERR588938,ERR588939,ERR588942,ERR588943,ERR588944,ERR588945,ERR588946,ERR588947,ERR588948,ERR588949,ERR588950,ERR588951,ERR588952,ERR588953,ERR588954"
ERP003267,,"ERR299525,ERR299526,ERR299527,ERR299528,ERR299529,ERR299530,ERR299531,ERR299532,ERR299533,ERR299535,ERR299536,ERR299537,ERR299538,ERR299539,ERR299540,ERR299541,ERR299542,ERR299543,ERR299544,ERR299545,ERR299546,ERR299547,ERR299548,ERR299549,ERR299550,ERR299551,ERR299552,ERR299553,ERR299554,ERR299555,ERR299559,ERR299560,ERR299561,ERR299562,ERR299563,ERR299564,ERR299566,ERR299569,ERR299570,ERR299571,ERR299573,ERR299575,ERR299577,ERR299579,ERR299581,ERR299583,ERR299585,ERR299587,ERR299589,ERR299591,ERR299593"
ERP006163,,ERR543992
ERP003954,,"ERR346660,ERR346661,ERR346662,ERR346663,ERR346664,ERR346665,ERR346666,ERR346667,ERR346668,ERR346669,ERR346670,ERR346671,ERR346672,ERR346673,ERR346674,ERR346675,ERR346676,ERR346677,ERR346678,ERR346679,ERR346680,ERR346681,ERR346682,ERR346683,ERR346684,ERR346685,ERR346686,ERR346687,ERR346688,ERR346689,ERR346690"
SRP075412,,SRR3546814
